nif,nitrishape_block,texturing_property_ref,arktexture_block,arktexture_entry_idx
132551.nif,63,10,2,6
132551.nif,66,11,2,7
132551.nif,69,12,2,8
132551.nif,72,13,2,9
132551.nif,76,14,2,10
132551.nif,79,15,2,11
132551.nif,82,5,2,1
132551.nif,85,6,2,2
132551.nif,88,7,2,3
132551.nif,94,25,2,23
132551.nif,94,25,2,24
132551.nif,99,17,2,13
132551.nif,103,21,2,17
132551.nif,103,21,2,18
132551.nif,108,22,2,19
132551.nif,114,23,2,20
132551.nif,117,24,2,21
132551.nif,117,24,2,22
132551.nif,121,16,2,12
132551.nif,151,20,2,16
132551.nif,157,18,2,14
132551.nif,163,19,2,15
132593.nif,34,29,2,32
132593.nif,47,4,2,0
132593.nif,50,7,2,3
132593.nif,50,7,2,4
132593.nif,53,8,2,5
132593.nif,56,9,2,6
132593.nif,59,10,2,7
132593.nif,59,10,2,8
132593.nif,62,11,2,9
132593.nif,65,12,2,10
132593.nif,68,13,2,11
132593.nif,68,13,2,12
132593.nif,71,14,2,13
132593.nif,74,15,2,14
132593.nif,77,5,2,1
132593.nif,80,6,2,2
132593.nif,85,28,2,30
132593.nif,85,28,2,31
132593.nif,90,16,2,15
132593.nif,94,22,2,21
132593.nif,94,22,2,22
132593.nif,100,23,2,23
132593.nif,104,24,2,24
132593.nif,110,25,2,25
132593.nif,113,26,2,26
132593.nif,113,26,2,27
132593.nif,116,27,2,28
132593.nif,116,27,2,29
132593.nif,129,21,2,20
132593.nif,135,17,2,16
132593.nif,141,18,2,17
132593.nif,147,19,2,18
132593.nif,153,20,2,19
132642.nif,30,4,2,0
132642.nif,33,6,2,2
132642.nif,36,7,2,3
132642.nif,39,8,2,4
132642.nif,39,8,2,5
132642.nif,42,9,2,6
132642.nif,45,10,2,7
132642.nif,48,11,2,8
132642.nif,51,12,2,9
132642.nif,54,13,2,10
132642.nif,57,14,2,11
132642.nif,60,5,2,1
132642.nif,67,22,2,20
132642.nif,72,21,2,18
132642.nif,72,21,2,19
132642.nif,77,15,2,12
132642.nif,82,23,2,21
132642.nif,85,24,2,22
132642.nif,85,24,2,23
132642.nif,88,25,2,24
132642.nif,88,25,2,25
132642.nif,96,20,2,17
132642.nif,101,16,2,13
132642.nif,106,17,2,14
132642.nif,111,18,2,15
132642.nif,116,19,2,16
132683.nif,11,7,2,4
132683.nif,15,4,2,0
132683.nif,19,6,2,2
132683.nif,19,6,2,3
132683.nif,23,5,2,1
132721.nif,25,4,2,0
132721.nif,28,5,2,1
132721.nif,31,6,2,2
132721.nif,34,7,2,3
132721.nif,37,8,2,4
132721.nif,40,9,2,5
132721.nif,45,10,2,6
132721.nif,49,17,2,13
132721.nif,49,17,2,14
132721.nif,55,18,2,15
132721.nif,59,19,2,16
132721.nif,59,19,2,17
132721.nif,64,20,2,18
132721.nif,68,16,2,12
132721.nif,73,11,2,7
132721.nif,78,12,2,8
132721.nif,83,13,2,9
132721.nif,88,14,2,10
132721.nif,93,15,2,11
132755.nif,12,8,2,6
132755.nif,12,8,2,7
132755.nif,33,4,2,0
132755.nif,36,5,2,1
132755.nif,36,5,2,2
132755.nif,40,6,2,3
132755.nif,40,6,2,4
132755.nif,44,7,2,5
132780.nif,40,36,2,33
132780.nif,52,4,2,0
132780.nif,55,5,2,1
132780.nif,58,6,2,2
132780.nif,61,7,2,3
132780.nif,64,8,2,4
132780.nif,67,9,2,5
132780.nif,70,10,2,6
132780.nif,74,11,2,7
132780.nif,77,12,2,8
132780.nif,80,13,2,9
132780.nif,84,33,2,29
132780.nif,84,33,2,30
132780.nif,88,32,2,28
132780.nif,94,14,2,10
132780.nif,100,34,2,31
132780.nif,105,35,2,32
132780.nif,134,31,2,27
132780.nif,139,23,2,19
132780.nif,144,24,2,20
132780.nif,149,25,2,21
132780.nif,154,26,2,22
132780.nif,159,27,2,23
132780.nif,164,28,2,24
132780.nif,169,29,2,25
132780.nif,174,30,2,26
132780.nif,179,15,2,11
132780.nif,184,16,2,12
132780.nif,189,17,2,13
132780.nif,194,18,2,14
132780.nif,199,19,2,15
132780.nif,204,20,2,16
132780.nif,209,21,2,17
132780.nif,214,22,2,18
132870.nif,12,4,2,0
132870.nif,15,5,2,1
132870.nif,18,6,2,2
132870.nif,21,7,2,3
132890.nif,12,4,2,0
132890.nif,15,5,2,1
132890.nif,18,6,2,2
132890.nif,21,7,2,3
132910.nif,17,4,2,0
132910.nif,20,5,2,1
132910.nif,23,6,2,2
132910.nif,26,7,2,3
132910.nif,29,8,2,4
132910.nif,32,9,2,5
132910.nif,35,10,2,6
132910.nif,40,11,2,7
132910.nif,44,12,2,8
132910.nif,44,12,2,9
132936.nif,18,13,2,10
132936.nif,31,4,2,0
132936.nif,34,5,2,1
132936.nif,37,6,2,2
132936.nif,40,7,2,3
132936.nif,43,8,2,4
132936.nif,46,9,2,5
132936.nif,49,10,2,6
132936.nif,55,11,2,7
132936.nif,61,12,2,8
132936.nif,61,12,2,9
132995.nif,15,4,2,0
132995.nif,18,5,2,1
132995.nif,21,6,2,2
132995.nif,24,7,2,3
132995.nif,27,8,2,4
132995.nif,30,9,2,5
132995.nif,33,10,2,6
133020.nif,14,4,2,0
133020.nif,17,5,2,1
133020.nif,20,6,2,2
133020.nif,23,7,2,3
133020.nif,26,8,2,4
133020.nif,29,9,2,5
133047.nif,13,4,2,0
133047.nif,16,5,2,1
133047.nif,19,6,2,2
133047.nif,22,7,2,3
133047.nif,25,8,2,4
133072.nif,14,4,2,0
133072.nif,17,5,2,1
133072.nif,20,6,2,2
133072.nif,23,7,2,3
133072.nif,26,8,2,4
133072.nif,29,9,2,5
133101.nif,13,4,2,0
133101.nif,16,5,2,1
133101.nif,19,6,2,2
133101.nif,22,7,2,3
133101.nif,26,8,2,4
133101.nif,26,8,2,5
133127.nif,12,4,2,0
133127.nif,15,5,2,1
133127.nif,18,6,2,2
133127.nif,21,7,2,3
133148.nif,12,4,2,0
133148.nif,15,5,2,1
133148.nif,18,6,2,2
133148.nif,21,7,2,3
133172.nif,13,4,2,0
133172.nif,16,5,2,1
133172.nif,19,6,2,2
133172.nif,22,7,2,3
133172.nif,25,8,2,4
133221.nif,32,4,2,0
133221.nif,35,7,2,3
133221.nif,38,8,2,4
133221.nif,41,9,2,5
133221.nif,44,10,2,6
133221.nif,47,11,2,7
133221.nif,50,12,2,8
133221.nif,53,13,2,9
133221.nif,56,14,2,10
133221.nif,59,15,2,11
133221.nif,62,5,2,1
133221.nif,65,6,2,2
133221.nif,70,22,2,19
133221.nif,73,23,2,20
133221.nif,73,23,2,21
133221.nif,76,24,2,22
133221.nif,76,24,2,23
133221.nif,81,21,2,18
133221.nif,86,20,2,16
133221.nif,86,20,2,17
133221.nif,91,25,2,24
133221.nif,91,25,2,25
133221.nif,97,16,2,12
133221.nif,100,17,2,13
133221.nif,103,18,2,14
133221.nif,144,19,2,15
133267.nif,37,15,2,12
133267.nif,43,16,2,13
133267.nif,50,17,2,14
133267.nif,56,14,2,11
133267.nif,68,4,2,0
133267.nif,71,5,2,1
133267.nif,74,6,2,2
133267.nif,74,6,2,3
133267.nif,77,7,2,4
133267.nif,80,8,2,5
133267.nif,84,9,2,6
133267.nif,87,10,2,7
133267.nif,90,11,2,8
133267.nif,93,12,2,9
133267.nif,96,13,2,10
133267.nif,101,22,2,19
133267.nif,104,23,2,20
133267.nif,107,24,2,21
133267.nif,110,25,2,22
133267.nif,113,26,2,23
133267.nif,118,31,2,28
133267.nif,118,31,2,29
133267.nif,123,30,2,27
133267.nif,128,32,2,30
133267.nif,134,33,2,31
133267.nif,139,19,2,16
133267.nif,156,21,2,18
133267.nif,161,18,2,15
133267.nif,166,20,2,17
133267.nif,171,28,2,25
133267.nif,176,29,2,26
133267.nif,181,27,2,24
134162.nif,12,6,2,2
134162.nif,15,7,2,3
134162.nif,20,4,2,0
134162.nif,23,5,2,1
134204.nif,12,6,2,2
134204.nif,15,7,2,3
134204.nif,20,4,2,0
134204.nif,23,5,2,1
134423.nif,9,4,2,0
135016.nif,11,4,2,0
135016.nif,14,5,2,1
135016.nif,17,6,2,2
135094.nif,9,4,2,0
135152.nif,9,4,2,0
135235.nif,9,4,2,0
135247.nif,9,4,2,0
135250.nif,9,4,2,0
135359.nif,9,4,2,0
135363.nif,9,4,2,0
135391.nif,21,4,2,0
135391.nif,24,5,2,1
135391.nif,27,6,2,2
135391.nif,30,7,2,3
135391.nif,33,8,2,4
135391.nif,36,9,2,5
135391.nif,39,10,2,6
135391.nif,42,11,2,7
135391.nif,45,12,2,8
135391.nif,50,13,2,9
135391.nif,56,14,2,10
135391.nif,61,15,2,11
135391.nif,61,15,2,12
135391.nif,64,16,2,13
135391.nif,64,16,2,14
135520.nif,9,4,2,0
135545.nif,9,4,2,0
135778.nif,46,35,2,33
135778.nif,52,36,2,34
135778.nif,52,36,2,35
135778.nif,66,4,2,0
135778.nif,68,5,2,1
135778.nif,72,6,2,2
135778.nif,74,7,2,3
135778.nif,76,8,2,4
135778.nif,78,9,2,5
135778.nif,80,10,2,6
135778.nif,82,11,2,7
135778.nif,84,12,2,8
135778.nif,88,14,2,10
135778.nif,88,14,2,11
135778.nif,92,15,2,12
135778.nif,96,16,2,13
135778.nif,101,17,2,14
135778.nif,103,18,2,15
135778.nif,105,19,2,16
135778.nif,107,20,2,17
135778.nif,109,21,2,18
135778.nif,111,22,2,19
135778.nif,113,23,2,20
135778.nif,115,24,2,21
135778.nif,117,25,2,22
135778.nif,120,26,2,23
135778.nif,123,27,2,24
135778.nif,128,28,2,25
135778.nif,130,29,2,26
135778.nif,132,30,2,27
135778.nif,134,31,2,28
135778.nif,136,32,2,29
135778.nif,138,33,2,30
135778.nif,142,34,2,31
135778.nif,142,34,2,32
135778.nif,261,37,2,36
135778.nif,261,37,2,37
135778.nif,266,38,2,38
135778.nif,266,38,2,39
135778.nif,271,39,2,40
135778.nif,277,40,2,41
135778.nif,283,41,2,42
135778.nif,289,42,2,43
136048.nif,27,21,2,20
136048.nif,33,22,2,21
136048.nif,40,23,2,22
136048.nif,52,4,2,0
136048.nif,52,4,2,1
136048.nif,55,6,2,3
136048.nif,58,7,2,4
136048.nif,61,8,2,5
136048.nif,64,9,2,6
136048.nif,67,10,2,7
136048.nif,70,11,2,8
136048.nif,73,12,2,9
136048.nif,76,13,2,10
136048.nif,76,13,2,11
136048.nif,79,14,2,12
136048.nif,82,5,2,2
136048.nif,88,20,2,19
136048.nif,94,19,2,17
136048.nif,94,19,2,18
136048.nif,106,15,2,13
136048.nif,111,16,2,14
136048.nif,116,17,2,15
136048.nif,121,18,2,16
136182.nif,6,7,19,4
136182.nif,6,7,19,5
136182.nif,10,11,19,2
136182.nif,10,11,19,3
136182.nif,13,14,19,0
136182.nif,13,14,19,1
136191.nif,8,9,14,0
136423.nif,29,14,2,14
136423.nif,32,15,2,15
136423.nif,35,16,2,16
136423.nif,38,17,2,17
136423.nif,41,18,2,18
136423.nif,44,19,2,19
136423.nif,47,20,2,20
136423.nif,50,21,2,21
136423.nif,53,22,2,22
136423.nif,58,10,2,7
136423.nif,61,11,2,8
136423.nif,61,11,2,9
136423.nif,64,12,2,10
136423.nif,64,12,2,11
136423.nif,69,9,2,6
136423.nif,74,8,2,4
136423.nif,74,8,2,5
136423.nif,79,13,2,12
136423.nif,79,13,2,13
136423.nif,85,4,2,0
136423.nif,88,5,2,1
136423.nif,91,6,2,2
136423.nif,97,7,2,3
136983.nif,108,103,102,0
136991.nif,11,5,2,1
136991.nif,11,5,2,2
136991.nif,17,6,2,3
136991.nif,22,4,2,0
136991.nif,26,7,2,4
137017.nif,11,7,2,4
137017.nif,16,4,2,0
137017.nif,20,5,2,1
137017.nif,20,5,2,2
137017.nif,26,6,2,3
137043.nif,12,4,2,0
137043.nif,15,5,2,1
137043.nif,15,5,2,2
137043.nif,21,6,2,3
137043.nif,26,7,2,4
137071.nif,11,7,2,4
137071.nif,16,4,2,0
137071.nif,20,5,2,1
137071.nif,20,5,2,2
137071.nif,26,6,2,3
137178.nif,11,7,2,4
137178.nif,16,4,2,0
137178.nif,20,5,2,1
137178.nif,20,5,2,2
137178.nif,26,6,2,3
137240.nif,189,184,183,0
137260.nif,182,177,176,0
137304.nif,201,196,195,0
137734.nif,115,110,109,0
137751.nif,137,132,131,0
137751.nif,137,132,131,1
137767.nif,88,83,82,0
139058.nif,125,120,119,0
14135.nif,6,7,47,48
14135.nif,11,12,47,5
14135.nif,16,17,47,0
14135.nif,21,22,47,4
14135.nif,26,27,47,3
14135.nif,31,32,47,2
14135.nif,36,37,47,1
14135.nif,96,58,47,18
14135.nif,96,58,47,19
14135.nif,100,65,47,28
14135.nif,100,65,47,29
14135.nif,104,64,47,27
14135.nif,109,85,47,56
14135.nif,109,85,47,57
14135.nif,113,67,47,31
14135.nif,118,76,47,42
14135.nif,118,76,47,43
14135.nif,122,84,47,55
14135.nif,126,68,47,32
14135.nif,126,68,47,33
14135.nif,130,69,47,34
14135.nif,130,69,47,35
14135.nif,134,91,47,68
14135.nif,134,91,47,69
14135.nif,134,91,47,70
14135.nif,138,78,47,46
14135.nif,138,78,47,47
14135.nif,142,90,47,66
14135.nif,142,90,47,67
14135.nif,146,75,47,41
14135.nif,150,48,47,6
14135.nif,150,48,47,7
14135.nif,154,87,47,60
14135.nif,154,87,47,61
14135.nif,158,89,47,64
14135.nif,158,89,47,65
14135.nif,162,88,47,62
14135.nif,162,88,47,63
14135.nif,171,59,47,20
14135.nif,175,66,47,30
14135.nif,179,60,47,21
14135.nif,183,70,47,36
14135.nif,187,61,47,22
14135.nif,191,83,47,54
14135.nif,196,79,47,49
14135.nif,200,80,47,50
14135.nif,204,81,47,51
14135.nif,208,82,47,52
14135.nif,208,82,47,53
14135.nif,212,62,47,23
14135.nif,212,62,47,24
14135.nif,216,77,47,44
14135.nif,216,77,47,45
14135.nif,222,92,47,71
14135.nif,222,92,47,72
14135.nif,226,63,47,25
14135.nif,226,63,47,26
14135.nif,231,86,47,58
14135.nif,231,86,47,59
14135.nif,235,73,47,39
14135.nif,239,74,47,40
14135.nif,244,49,47,8
14135.nif,244,49,47,9
14135.nif,247,51,47,11
14135.nif,252,50,47,10
14135.nif,258,71,47,37
14135.nif,264,72,47,38
141388.nif,14,4,2,0
141388.nif,17,5,2,1
141388.nif,20,6,2,2
141388.nif,23,7,2,3
141388.nif,26,8,2,4
141388.nif,29,9,2,5
141921.nif,37,31,2,35
141921.nif,50,33,2,37
141921.nif,50,33,2,38
141921.nif,56,17,2,14
141921.nif,56,17,2,15
141921.nif,58,18,2,16
141921.nif,58,18,2,17
141921.nif,60,19,2,18
141921.nif,60,19,2,19
141921.nif,63,16,2,12
141921.nif,63,16,2,13
141921.nif,66,20,2,20
141921.nif,69,15,2,10
141921.nif,69,15,2,11
141921.nif,73,21,2,21
141921.nif,73,21,2,22
141921.nif,75,22,2,23
141921.nif,75,22,2,24
141921.nif,77,23,2,25
141921.nif,79,24,2,26
141921.nif,79,24,2,27
141921.nif,81,25,2,28
141921.nif,84,26,2,29
141921.nif,86,27,2,30
141921.nif,86,27,2,31
141921.nif,88,28,2,32
141921.nif,91,29,2,33
141921.nif,93,30,2,34
141921.nif,97,5,2,0
141921.nif,102,6,2,1
141921.nif,104,7,2,2
141921.nif,106,8,2,3
141921.nif,108,9,2,4
141921.nif,110,10,2,5
141921.nif,112,11,2,6
141921.nif,114,12,2,7
141921.nif,116,13,2,8
141921.nif,118,14,2,9
141998.nif,41,32,2,35
141998.nif,54,5,2,1
141998.nif,54,5,2,2
141998.nif,56,6,2,3
141998.nif,58,7,2,4
141998.nif,60,8,2,5
141998.nif,62,9,2,6
141998.nif,64,10,2,7
141998.nif,66,11,2,8
141998.nif,69,12,2,9
141998.nif,71,13,2,10
141998.nif,73,14,2,11
141998.nif,75,15,2,12
141998.nif,77,16,2,13
141998.nif,77,16,2,14
141998.nif,81,17,2,15
141998.nif,85,18,2,16
141998.nif,85,18,2,17
141998.nif,89,19,2,18
141998.nif,89,19,2,19
141998.nif,91,20,2,20
141998.nif,93,21,2,21
141998.nif,95,22,2,22
141998.nif,98,23,2,23
141998.nif,100,24,2,24
141998.nif,102,25,2,25
141998.nif,104,26,2,26
141998.nif,106,27,2,27
141998.nif,111,28,2,28
141998.nif,111,28,2,29
141998.nif,116,29,2,30
141998.nif,116,29,2,31
141998.nif,118,30,2,32
141998.nif,118,30,2,33
141998.nif,122,31,2,34
141998.nif,126,33,2,36
141998.nif,152,34,2,37
141998.nif,158,35,2,38
142101.nif,23,10,3,9
142101.nif,29,15,3,14
142101.nif,36,14,3,13
142101.nif,42,11,3,10
142101.nif,48,12,3,11
142101.nif,52,16,3,15
142101.nif,52,16,3,16
142101.nif,57,4,3,0
142101.nif,57,4,3,1
142101.nif,59,5,3,2
142101.nif,61,6,3,3
142101.nif,63,7,3,4
142101.nif,63,7,3,5
142101.nif,65,8,3,6
142101.nif,67,9,3,7
142101.nif,67,9,3,8
142147.nif,22,5,2,1
142147.nif,22,5,2,2
142147.nif,26,6,2,3
142147.nif,31,7,2,4
142147.nif,36,8,2,5
142147.nif,36,8,2,6
142147.nif,38,9,2,7
142147.nif,38,9,2,8
142147.nif,42,10,2,9
142147.nif,44,11,2,10
142147.nif,46,12,2,11
142147.nif,48,13,2,12
142147.nif,50,14,2,13
142147.nif,52,15,2,14
142147.nif,55,16,2,15
142147.nif,65,17,2,16
142168.nif,26,4,2,0
142168.nif,29,5,2,1
142168.nif,32,6,2,2
142168.nif,35,7,2,3
142168.nif,38,8,2,4
142168.nif,38,8,2,5
142168.nif,41,9,2,6
142168.nif,44,10,2,7
142168.nif,47,11,2,8
142168.nif,50,12,2,9
142168.nif,54,13,2,10
142168.nif,54,13,2,11
142168.nif,58,14,2,12
142168.nif,63,15,2,13
142168.nif,63,15,2,14
142168.nif,68,16,2,15
142168.nif,74,17,2,16
142168.nif,80,19,2,18
142168.nif,80,19,2,19
142168.nif,101,20,2,20
142168.nif,107,21,2,21
142195.nif,20,4,2,0
142195.nif,20,4,2,1
142195.nif,23,5,2,2
142195.nif,26,6,2,3
142195.nif,29,7,2,4
142195.nif,32,8,2,5
142195.nif,35,9,2,6
142195.nif,40,10,2,7
142195.nif,40,10,2,8
142195.nif,43,11,2,9
142195.nif,43,11,2,10
142195.nif,50,14,2,13
142195.nif,50,14,2,14
142195.nif,53,15,2,15
142195.nif,53,15,2,16
142219.nif,15,4,2,0
142219.nif,15,4,2,1
142219.nif,18,5,2,2
142219.nif,21,6,2,3
142219.nif,24,7,2,4
142219.nif,27,8,2,5
142219.nif,32,10,2,7
142219.nif,32,10,2,8
142232.nif,16,4,2,0
142232.nif,16,4,2,1
142232.nif,19,5,2,2
142232.nif,22,6,2,3
142232.nif,25,7,2,4
142232.nif,28,8,2,5
142232.nif,33,9,2,6
142232.nif,39,11,2,8
142232.nif,39,11,2,9
142246.nif,25,17,2,19
142246.nif,31,9,2,8
142246.nif,31,9,2,9
142246.nif,34,10,2,10
142246.nif,37,11,2,11
142246.nif,40,12,2,12
142246.nif,43,13,2,13
142246.nif,46,14,2,14
142246.nif,51,6,2,2
142246.nif,51,6,2,3
142246.nif,54,7,2,4
142246.nif,54,7,2,5
142246.nif,57,8,2,6
142246.nif,57,8,2,7
142246.nif,62,19,2,21
142246.nif,68,15,2,15
142246.nif,68,15,2,16
142246.nif,71,16,2,17
142246.nif,71,16,2,18
142246.nif,77,18,2,20
142475.nif,8,4,2,0
142480.nif,8,4,2,0
142508.nif,17,4,2,0
142508.nif,23,8,2,5
142508.nif,23,8,2,6
142508.nif,26,9,2,7
142508.nif,29,10,2,8
142508.nif,32,11,2,9
142508.nif,38,6,2,2
142508.nif,43,7,2,3
142508.nif,43,7,2,4
142508.nif,48,12,2,10
142508.nif,48,12,2,11
142508.nif,54,13,2,12
142536.nif,10,4,2,0
142536.nif,10,4,2,1
142575.nif,32,12,3,14
142575.nif,35,13,3,15
142575.nif,38,14,3,16
142575.nif,41,15,3,17
142575.nif,44,16,3,18
142575.nif,47,17,3,19
142575.nif,50,18,3,20
142575.nif,50,18,3,21
142575.nif,54,19,3,22
142575.nif,57,20,3,23
142575.nif,62,4,3,0
142575.nif,67,23,3,26
142575.nif,72,24,3,27
142575.nif,77,25,3,28
142575.nif,81,21,3,24
142575.nif,86,22,3,25
142575.nif,91,10,3,11
142575.nif,91,10,3,12
142575.nif,97,5,3,1
142575.nif,97,5,3,2
142575.nif,101,6,3,3
142575.nif,101,6,3,4
142575.nif,106,7,3,5
142575.nif,106,7,3,6
142575.nif,110,8,3,7
142575.nif,110,8,3,8
142575.nif,115,9,3,9
142575.nif,115,9,3,10
142575.nif,121,27,3,30
142575.nif,121,27,3,31
142575.nif,127,26,3,29
142839.nif,14,4,2,0
142839.nif,17,5,2,1
142839.nif,20,6,2,2
142839.nif,23,7,2,3
142839.nif,26,8,2,4
142839.nif,30,9,2,5
142860.nif,13,4,2,0
142860.nif,16,5,2,1
142860.nif,19,6,2,2
142860.nif,22,7,2,3
142860.nif,26,8,2,4
143003.nif,18,5,3,1
143003.nif,25,6,3,2
143003.nif,33,4,3,0
143003.nif,40,7,3,3
143009.nif,16,4,3,0
143009.nif,27,5,3,1
143013.nif,16,4,3,0
143013.nif,27,5,3,1
143021.nif,17,5,3,1
143021.nif,25,6,3,2
143021.nif,32,4,3,0
143209.nif,26,7,3,4
143209.nif,28,8,3,5
143209.nif,30,9,3,6
143209.nif,32,10,3,7
143209.nif,34,11,3,8
143209.nif,36,12,3,9
143209.nif,38,13,3,10
143209.nif,40,14,3,11
143209.nif,45,5,3,1
143209.nif,49,6,3,2
143209.nif,49,6,3,3
143209.nif,52,4,3,0
143209.nif,60,21,3,18
143209.nif,67,19,3,16
143209.nif,74,18,3,15
143209.nif,81,17,3,14
143209.nif,88,16,3,13
143209.nif,95,15,3,12
143209.nif,102,20,3,17
143570.nif,12,4,3,0
143570.nif,12,4,3,1
143570.nif,14,5,3,2
143570.nif,14,5,3,3
143570.nif,16,6,3,4
143570.nif,20,7,3,5
14641.nif,98,93,92,0
146464.nif,8,4,2,0
146483.nif,150,145,144,0
146483.nif,150,145,144,1
146511.nif,71,66,65,0
146562.nif,162,157,156,0
146571.nif,35,16,3,23
146571.nif,38,17,3,24
146571.nif,41,18,3,25
146571.nif,44,19,3,26
146571.nif,47,20,3,27
146571.nif,50,21,3,28
146571.nif,53,22,3,29
146571.nif,56,23,3,30
146571.nif,60,4,3,0
146571.nif,65,24,3,31
146571.nif,71,30,3,37
146571.nif,75,5,3,1
146571.nif,75,5,3,2
146571.nif,79,6,3,3
146571.nif,79,6,3,4
146571.nif,83,7,3,5
146571.nif,83,7,3,6
146571.nif,87,8,3,7
146571.nif,87,8,3,8
146571.nif,91,9,3,9
146571.nif,91,9,3,10
146571.nif,95,10,3,11
146571.nif,95,10,3,12
146571.nif,99,11,3,13
146571.nif,99,11,3,14
146571.nif,103,12,3,15
146571.nif,103,12,3,16
146571.nif,107,13,3,17
146571.nif,107,13,3,18
146571.nif,111,14,3,19
146571.nif,111,14,3,20
146571.nif,115,15,3,21
146571.nif,115,15,3,22
146571.nif,120,25,3,32
146571.nif,125,26,3,33
146571.nif,130,27,3,34
146571.nif,135,28,3,35
146571.nif,140,29,3,36
146634.nif,31,25,3,24
146634.nif,31,25,3,25
146634.nif,36,24,3,22
146634.nif,36,24,3,23
146634.nif,41,9,3,5
146634.nif,44,12,3,8
146634.nif,47,13,3,9
146634.nif,50,14,3,10
146634.nif,53,15,3,11
146634.nif,56,16,3,12
146634.nif,59,17,3,13
146634.nif,62,18,3,14
146634.nif,62,18,3,15
146634.nif,65,19,3,16
146634.nif,68,20,3,17
146634.nif,71,10,3,6
146634.nif,74,11,3,7
146634.nif,82,8,3,4
146634.nif,87,26,3,26
146634.nif,87,26,3,27
146634.nif,91,27,3,28
146634.nif,91,27,3,29
146634.nif,95,22,3,19
146634.nif,95,22,3,20
146634.nif,100,23,3,21
146634.nif,105,5,3,1
146634.nif,110,4,3,0
146634.nif,115,7,3,3
146634.nif,120,6,3,2
146709.nif,72,67,66,0
146726.nif,10,4,2,0
146746.nif,57,52,51,0
146800.nif,8,4,2,0
146813.nif,8,4,2,0
146826.nif,8,4,2,0
146839.nif,8,4,2,0
146852.nif,8,4,2,0
146865.nif,8,4,2,0
146878.nif,8,4,2,0
146926.nif,8,4,2,0
146940.nif,8,4,2,0
146953.nif,8,4,2,0
146967.nif,8,4,2,0
146980.nif,8,4,2,0
147126.nif,174,169,168,0
147126.nif,174,169,168,1
147158.nif,80,75,74,0
147158.nif,80,75,74,1
147231.nif,236,231,230,0
14725.nif,105,99,98,0
14725.nif,105,99,98,1
147470.nif,36,31,30,0
147486.nif,32,27,26,0
147486.nif,32,27,26,1
147502.nif,50,44,43,0
147553.nif,30,25,24,0
147588.nif,14,4,2,0
147588.nif,14,4,2,1
147588.nif,32,6,2,3
147588.nif,43,5,2,2
148520.nif,19,4,2,0
148520.nif,19,4,2,1
148520.nif,30,5,2,2
148520.nif,37,6,2,3
148520.nif,40,7,2,4
148520.nif,43,8,2,5
148520.nif,43,8,2,6
148520.nif,45,9,2,7
148520.nif,47,10,2,8
148520.nif,47,10,2,9
148520.nif,49,11,2,10
148520.nif,51,12,2,11
148520.nif,53,13,2,12
148520.nif,53,13,2,13
148520.nif,55,14,2,14
148520.nif,57,15,2,15
148520.nif,57,15,2,16
153712.nif,13,6,2,16
155495.nif,7,8,63,11
155495.nif,12,13,63,10
155495.nif,19,20,63,12
155495.nif,27,28,63,4
155495.nif,27,28,63,5
155495.nif,31,32,63,0
155495.nif,31,32,63,1
155495.nif,36,37,63,6
155495.nif,36,37,63,7
155495.nif,41,42,63,8
155495.nif,41,42,63,9
155495.nif,50,51,63,2
155495.nif,50,51,63,3
156289.nif,17,4,2,0
156289.nif,20,5,2,1
156289.nif,23,6,2,2
156289.nif,26,7,2,3
156289.nif,29,8,2,4
156289.nif,32,9,2,5
156289.nif,32,9,2,6
156289.nif,35,10,2,7
156289.nif,35,10,2,8
156289.nif,38,11,2,9
156289.nif,42,12,2,10
156318.nif,10,4,2,0
156318.nif,13,5,2,1
156333.nif,8,4,2,0
156350.nif,8,4,2,0
156371.nif,8,4,2,0
156388.nif,8,4,2,0
156478.nif,8,4,2,0
156495.nif,8,4,2,0
156510.nif,8,4,2,0
156725.nif,8,4,2,0
156754.nif,8,4,2,0
156769.nif,8,4,2,0
156783.nif,8,4,2,0
156797.nif,8,4,2,0
156811.nif,8,4,2,0
156827.nif,13,4,2,0
156827.nif,13,4,2,1
156827.nif,16,5,2,2
156827.nif,20,6,2,3
156827.nif,20,6,2,4
156827.nif,23,7,2,5
156827.nif,27,8,2,6
157035.nif,11,7,2,3
157035.nif,17,4,2,0
157035.nif,20,5,2,1
157035.nif,23,6,2,2
157055.nif,8,4,2,0
157094.nif,5,6,21,0
157094.nif,10,11,21,5
157094.nif,30,25,21,4
157094.nif,35,23,21,2
157094.nif,40,22,21,1
157094.nif,45,24,21,3
15807.nif,9,4,2,0
15807.nif,18,5,2,1
158743.nif,23,4,2,0
15936.nif,12,13,75,1
15936.nif,15,16,75,8
15936.nif,23,24,75,3
15936.nif,26,27,75,5
15936.nif,34,35,75,2
15936.nif,37,38,75,6
15936.nif,45,46,75,0
15936.nif,48,49,75,7
15936.nif,54,55,75,4
15936.nif,67,68,75,9
159489.nif,41,36,35,0
159489.nif,41,36,35,1
159672.nif,7,8,29,1
159672.nif,18,19,29,0
16161.nif,13,4,3,0
16161.nif,20,5,3,1
16163.nif,13,4,3,0
16163.nif,20,5,3,1
16178.nif,13,4,3,0
16178.nif,20,5,3,1
16180.nif,13,4,3,0
16180.nif,20,5,3,1
16182.nif,13,5,3,1
16182.nif,20,4,3,0
