TYPE_NAME,FIELD_NAME,COL,HIST,MOD
NiClod,Num Extra Data List,PRESENCE,present,ABSENT
NiClod,Num Materials,PRESENCE,present,ABSENT
NiClod,Num Properties,PRESENCE,present,ABSENT
NiClod,Old Extra Internal Id,PRESENCE,present,ABSENT
NiClod,Old Extra Prop Name,PRESENCE,present,ABSENT
NiClod,Old Extra String,PRESENCE,present,ABSENT
NiClod,Properties,PRESENCE,present,ABSENT
NiClod,Rotation,PRESENCE,present,ABSENT
NiClod,Scale,PRESENCE,present,ABSENT
NiClod,Shader Name,PRESENCE,present,ABSENT
NiClod,Skin Instance,PRESENCE,present,ABSENT
NiClod,Skyrim Shader Type,PRESENCE,present,ABSENT
NiClod,Translation,PRESENCE,present,ABSENT
NiClod,Unknown 1,PRESENCE,present,ABSENT
NiClod,Unknown 2,PRESENCE,present,ABSENT
NiClod,Unknown Byte,INHERITED_FROM,NiObjectNET,NiGeometry
NiClod,Unknown Integer,PRESENCE,present,ABSENT
NiClod,Unknown Integer 2,PRESENCE,present,ABSENT
NiClod,Unknown Short 1,PRESENCE,present,ABSENT
NiClod,Velocity,PRESENCE,present,ABSENT
NiClodData,BS Max Vertices,PRESENCE,present,ABSENT
NiClodData,Bitangents,PRESENCE,present,ABSENT
NiClodData,Center,PRESENCE,present,ABSENT
NiClodData,Compress Flags,PRESENCE,present,ABSENT
NiClodData,Consistency Flags,APPLIES_TO_10_1_0_0,True,False
NiClodData,Extra Vectors Flags,PRESENCE,present,ABSENT
NiClodData,Has Normals,PRESENCE,present,ABSENT
NiClodData,Has UV,PRESENCE,present,ABSENT
NiClodData,Has Vertex Colors,PRESENCE,present,ABSENT
NiClodData,Has Vertices,PRESENCE,present,ABSENT
NiClodData,Keep Flags,PRESENCE,present,ABSENT
NiClodData,Normals,PRESENCE,present,ABSENT
NiClodData,Num Triangles,PRESENCE,present,ABSENT
NiClodData,Num UV Sets,APPLIES_TO_10_1_0_0,True,False
NiClodData,Num UV Sets,FIELD_TYPE,byte,ushort
NiClodData,Num UV Sets,FIELD_WIDTH_IF_FIXED,1,2
NiClodData,Radius,PRESENCE,present,ABSENT
NiClodData,Tangents,PRESENCE,present,ABSENT
NiClodData,UV Sets,PRESENCE,present,ABSENT
NiClodData,Unknown 13 shorts,PRESENCE,present,ABSENT
NiClodData,Unknown Clod Shorts 1,PRESENCE,present,ABSENT
NiClodData,Unknown Clod Shorts 2,PRESENCE,present,ABSENT
NiClodData,Unknown Clod Shorts 3,PRESENCE,present,ABSENT
NiClodData,Unknown Count 1,PRESENCE,present,ABSENT
NiClodData,Unknown Count 2,PRESENCE,present,ABSENT
NiClodData,Unknown Count 3,PRESENCE,present,ABSENT
NiClodData,Unknown Float,PRESENCE,present,ABSENT
NiClodData,Unknown Int,PRESENCE,present,ABSENT
NiClodData,Unknown Int 2,PRESENCE,present,ABSENT
NiClodData,Unknown Short,PRESENCE,present,ABSENT
NiClodData,Unknown Shorts,PRESENCE,present,ABSENT
NiClodData,Vertex Colors,PRESENCE,present,ABSENT
NiClodData,Vertices,PRESENCE,present,ABSENT
NiClodSkinInstance,Bones,PRESENCE,present,ABSENT
NiClodSkinInstance,Data,PRESENCE,present,ABSENT
NiClodSkinInstance,Num Bones,PRESENCE,present,ABSENT
NiClodSkinInstance,Skeleton Root,PRESENCE,present,ABSENT
NiClodSkinInstance,Skin Partition,PRESENCE,present,ABSENT
NiCollisionData,Bounding Volume,FIELD_WIDTH_IF_FIXED,var(BoundingVolume contains var),var(unknown-type)
NiColorData,Data,FIELD_WIDTH_IF_FIXED,var(KeyGroup contains var),var(unknown-type)
NiColorExtraData,Data,FIELD_WIDTH_IF_FIXED,16,var(unknown-type)
NiColorExtraData,Extra Data,PRESENCE,ABSENT,present
NiColorExtraData,Num Bytes,PRESENCE,ABSENT,present
NiColorExtraDataController,Extra Data Name,PRESENCE,ABSENT,present
NiColorExtraDataController,Flags,PRESENCE,ABSENT,present
NiColorExtraDataController,Frequency,PRESENCE,ABSENT,present
NiColorExtraDataController,Interpolator,PRESENCE,ABSENT,present
NiColorExtraDataController,Manager Controlled,PRESENCE,ABSENT,present
NiColorExtraDataController,Next Controller,PRESENCE,ABSENT,present
NiColorExtraDataController,Phase,PRESENCE,ABSENT,present
NiColorExtraDataController,Start Time,PRESENCE,ABSENT,present
NiColorExtraDataController,Stop Time,PRESENCE,ABSENT,present
NiColorExtraDataController,Target,PRESENCE,ABSENT,present
NiColorExtraDataController,Unknown Integer,PRESENCE,ABSENT,present
NiColorInterpolator,Data,PRESENCE,ABSENT,present
NiColorInterpolator,Value,PRESENCE,ABSENT,present
NiControllerManager,Flags,FIELD_TYPE,Flags,TimeControllerFlags
NiControllerManager,Flags,FIELD_WIDTH_IF_FIXED,var(unknown-type),2
NiControllerSequence,Accum Flags,PRESENCE,ABSENT,present
NiControllerSequence,Accum Root Name,APPLIES_TO_10_1_0_0,False,True
NiControllerSequence,Accum Root Name,INHERITED_FROM,SELF,NiSequence
NiControllerSequence,Anim Note Arrays,PRESENCE,ABSENT,present
NiControllerSequence,Array Grow By,PRESENCE,ABSENT,present
NiControllerSequence,Controlled Blocks,FIELD_TYPE,ControllerLink,ControlledBlock
NiControllerSequence,Controlled Blocks,FIELD_WIDTH_IF_FIXED,var(ControllerLink contains var),var(unknown-type)
NiControllerSequence,DIV2 Ints,PRESENCE,ABSENT,present
NiControllerSequence,DIV2 Ref,PRESENCE,ABSENT,present
NiControllerSequence,Num Anim Note Arrays,PRESENCE,ABSENT,present
NiControllerSequence,Num DIV2 Ints,PRESENCE,ABSENT,present
NiControllerSequence,Phase,PRESENCE,ABSENT,present
NiControllerSequence,Play Backwards,PRESENCE,ABSENT,present
NiControllerSequence,Target Name,PRESENCE,present,ABSENT
NiControllerSequence,Text Keys Name,PRESENCE,present,ABSENT
NiControllerSequence,Unknown Byte,PRESENCE,present,ABSENT
NiControllerSequence,Unknown Float 2,PRESENCE,present,ABSENT
NiControllerSequence,Unknown Int 0,PRESENCE,present,ABSENT
NiControllerSequence,Unknown Int 1,PRESENCE,present,ABSENT
NiControllerSequence,Unknown Int 3,PRESENCE,present,ABSENT
NiControllerSequence,Unknown Int 4,PRESENCE,present,ABSENT
NiControllerSequence,Unknown Int 5,PRESENCE,present,ABSENT
NiControllerSequence,Unknown Short 1,PRESENCE,present,ABSENT
NiDataStream,Access,PRESENCE,present,ABSENT
NiDataStream,Cloning Behavior,PRESENCE,present,ABSENT
NiDataStream,Component Formats,PRESENCE,present,ABSENT
NiDataStream,Data,PRESENCE,present,ABSENT
NiDataStream,Num Bytes,PRESENCE,present,ABSENT
NiDataStream,Num Components,PRESENCE,present,ABSENT
NiDataStream,Num Regions,PRESENCE,present,ABSENT
NiDataStream,Regions,PRESENCE,present,ABSENT
NiDataStream,Streamable,PRESENCE,present,ABSENT
NiDataStream,Usage,PRESENCE,present,ABSENT
NiDefaultAVObjectPalette,Objs,FIELD_WIDTH_IF_FIXED,var(AVObject contains var),var(unknown-type)
NiDefaultAVObjectPalette,Scene,PRESENCE,ABSENT,present
NiDefaultAVObjectPalette,Unknown Int,PRESENCE,present,ABSENT
NiDirectionalLight,Affected Node List Pointers,PRESENCE,present,ABSENT
NiDirectionalLight,Affected Node Pointers,PRESENCE,ABSENT,present
NiDirectionalLight,Ambient Color,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
NiDirectionalLight,Bounding Box,PRESENCE,present,ABSENT
NiDirectionalLight,Bounding Volume,PRESENCE,ABSENT,present
NiDirectionalLight,Diffuse Color,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
NiDirectionalLight,Has Bounding Box,PRESENCE,present,ABSENT
NiDirectionalLight,Has Bounding Volume,PRESENCE,ABSENT,present
NiDirectionalLight,Has Old Extra Data,PRESENCE,present,ABSENT
NiDirectionalLight,Legacy Extra Data,PRESENCE,ABSENT,present
NiDirectionalLight,Num Affected Node List Pointers,PRESENCE,present,ABSENT
NiDirectionalLight,Num Properties,APPLIES_TO_10_1_0_0,True,UNRESOLVED
NiDirectionalLight,Old Extra Internal Id,PRESENCE,present,ABSENT
NiDirectionalLight,Old Extra Prop Name,PRESENCE,present,ABSENT
NiDirectionalLight,Old Extra String,PRESENCE,present,ABSENT
NiDirectionalLight,Properties,APPLIES_TO_10_1_0_0,True,UNRESOLVED
NiDirectionalLight,Rotation,FIELD_WIDTH_IF_FIXED,36,var(unknown-type)
NiDirectionalLight,Shader Type,PRESENCE,ABSENT,present
NiDirectionalLight,Skyrim Shader Type,PRESENCE,present,ABSENT
NiDirectionalLight,Specular Color,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
NiDirectionalLight,Translation,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
NiDirectionalLight,Unknown Byte,PRESENCE,present,ABSENT
NiDirectionalLight,Unknown Short 1,PRESENCE,present,ABSENT
NiDirectionalLight,Velocity,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
NiDitherProperty,Flags,FIELD_TYPE,Flags,DitherFlags
NiDitherProperty,Flags,FIELD_WIDTH_IF_FIXED,var(unknown-type),2
NiDitherProperty,Has Old Extra Data,PRESENCE,present,ABSENT
NiDitherProperty,Legacy Extra Data,PRESENCE,ABSENT,present
NiDitherProperty,Old Extra Internal Id,PRESENCE,present,ABSENT
NiDitherProperty,Old Extra Prop Name,PRESENCE,present,ABSENT
NiDitherProperty,Old Extra String,PRESENCE,present,ABSENT
NiDitherProperty,Shader Type,PRESENCE,ABSENT,present
NiDitherProperty,Skyrim Shader Type,PRESENCE,present,ABSENT
NiDitherProperty,Unknown Byte,PRESENCE,present,ABSENT
NiDynamicEffect,Affected Node List Pointers,PRESENCE,present,ABSENT
NiDynamicEffect,Affected Node Pointers,PRESENCE,ABSENT,present
NiDynamicEffect,Bounding Box,PRESENCE,present,ABSENT
NiDynamicEffect,Bounding Volume,PRESENCE,ABSENT,present
NiDynamicEffect,Has Bounding Box,PRESENCE,present,ABSENT
NiDynamicEffect,Has Bounding Volume,PRESENCE,ABSENT,present
NiDynamicEffect,Has Old Extra Data,PRESENCE,present,ABSENT
NiDynamicEffect,Legacy Extra Data,PRESENCE,ABSENT,present
NiDynamicEffect,Num Affected Node List Pointers,PRESENCE,present,ABSENT
NiDynamicEffect,Num Properties,APPLIES_TO_10_1_0_0,True,UNRESOLVED
NiDynamicEffect,Old Extra Internal Id,PRESENCE,present,ABSENT
NiDynamicEffect,Old Extra Prop Name,PRESENCE,present,ABSENT
NiDynamicEffect,Old Extra String,PRESENCE,present,ABSENT
NiDynamicEffect,Properties,APPLIES_TO_10_1_0_0,True,UNRESOLVED
NiDynamicEffect,Rotation,FIELD_WIDTH_IF_FIXED,36,var(unknown-type)
NiDynamicEffect,Shader Type,PRESENCE,ABSENT,present
NiDynamicEffect,Skyrim Shader Type,PRESENCE,present,ABSENT
NiDynamicEffect,Translation,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
NiDynamicEffect,Unknown Byte,PRESENCE,present,ABSENT
NiDynamicEffect,Unknown Short 1,PRESENCE,present,ABSENT
NiDynamicEffect,Velocity,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
NiEnvMappedTriShape,Child 2,PRESENCE,present,ABSENT
NiEnvMappedTriShape,Child 3,PRESENCE,present,ABSENT
NiEnvMappedTriShape,Children,PRESENCE,present,ABSENT
NiEnvMappedTriShape,Controller,PRESENCE,present,ABSENT
NiEnvMappedTriShape,Extra Data,PRESENCE,present,ABSENT
NiEnvMappedTriShape,Extra Data List,PRESENCE,present,ABSENT
NiEnvMappedTriShape,Has Old Extra Data,PRESENCE,present,ABSENT
NiEnvMappedTriShape,Name,PRESENCE,present,ABSENT
NiEnvMappedTriShape,Num Children,PRESENCE,present,ABSENT
NiEnvMappedTriShape,Num Extra Data List,PRESENCE,present,ABSENT
NiEnvMappedTriShape,Old Extra Internal Id,PRESENCE,present,ABSENT
NiEnvMappedTriShape,Old Extra Prop Name,PRESENCE,present,ABSENT
NiEnvMappedTriShape,Old Extra String,PRESENCE,present,ABSENT
NiEnvMappedTriShape,Skyrim Shader Type,PRESENCE,present,ABSENT
NiEnvMappedTriShape,Unknown 1,PRESENCE,present,ABSENT
NiEnvMappedTriShape,Unknown Byte,PRESENCE,present,ABSENT
NiEnvMappedTriShape,Unknown Matrix,PRESENCE,present,ABSENT
NiEnvMappedTriShapeData,BS Max Vertices,PRESENCE,present,ABSENT
NiEnvMappedTriShapeData,Bitangents,PRESENCE,present,ABSENT
NiEnvMappedTriShapeData,Center,PRESENCE,present,ABSENT
NiEnvMappedTriShapeData,Compress Flags,PRESENCE,present,ABSENT
NiEnvMappedTriShapeData,Consistency Flags,APPLIES_TO_10_1_0_0,True,False
NiEnvMappedTriShapeData,Extra Vectors Flags,PRESENCE,present,ABSENT
NiEnvMappedTriShapeData,Has Normals,PRESENCE,present,ABSENT
NiEnvMappedTriShapeData,Has Triangles,PRESENCE,present,ABSENT
NiEnvMappedTriShapeData,Has UV,PRESENCE,present,ABSENT
NiEnvMappedTriShapeData,Has Vertex Colors,PRESENCE,present,ABSENT
NiEnvMappedTriShapeData,Has Vertices,PRESENCE,present,ABSENT
NiEnvMappedTriShapeData,Keep Flags,PRESENCE,present,ABSENT
NiEnvMappedTriShapeData,Match Groups,PRESENCE,present,ABSENT
NiEnvMappedTriShapeData,Normals,PRESENCE,present,ABSENT
NiEnvMappedTriShapeData,Num Match Groups,PRESENCE,present,ABSENT
NiEnvMappedTriShapeData,Num Triangle Points,PRESENCE,present,ABSENT
NiEnvMappedTriShapeData,Num Triangles,PRESENCE,present,ABSENT
NiEnvMappedTriShapeData,Num UV Sets,APPLIES_TO_10_1_0_0,True,False
NiEnvMappedTriShapeData,Num UV Sets,FIELD_TYPE,byte,ushort
NiEnvMappedTriShapeData,Num UV Sets,FIELD_WIDTH_IF_FIXED,1,2
NiEnvMappedTriShapeData,Radius,PRESENCE,present,ABSENT
NiEnvMappedTriShapeData,Tangents,PRESENCE,present,ABSENT
NiEnvMappedTriShapeData,Triangles,APPLIES_TO_10_1_0_0,False,True
NiEnvMappedTriShapeData,UV Sets,PRESENCE,present,ABSENT
NiEnvMappedTriShapeData,Unknown 13 shorts,PRESENCE,present,ABSENT
NiEnvMappedTriShapeData,Unknown Int,PRESENCE,present,ABSENT
NiEnvMappedTriShapeData,Unknown Int 2,PRESENCE,present,ABSENT
NiEnvMappedTriShapeData,Vertex Colors,PRESENCE,present,ABSENT
NiEnvMappedTriShapeData,Vertices,PRESENCE,present,ABSENT
NiExtraData,Extra Data,PRESENCE,ABSENT,present
NiExtraData,Num Bytes,PRESENCE,ABSENT,present
NiExtraDataController,Extra Data Name,PRESENCE,ABSENT,present
NiExtraDataController,Flags,FIELD_TYPE,Flags,TimeControllerFlags
NiExtraDataController,Flags,FIELD_WIDTH_IF_FIXED,var(unknown-type),2
NiExtraDataController,Manager Controlled,PRESENCE,ABSENT,present
NiFlipController,Accum Time,PRESENCE,ABSENT,present
NiFlipController,Flags,FIELD_TYPE,Flags,TimeControllerFlags
NiFlipController,Flags,FIELD_WIDTH_IF_FIXED,var(unknown-type),2
NiFlipController,Manager Controlled,PRESENCE,ABSENT,present
NiFlipController,Unknown Int 2,PRESENCE,present,ABSENT
NiFloatData,Data,FIELD_WIDTH_IF_FIXED,var(KeyGroup contains var),var(unknown-type)
NiFloatExtraData,Extra Data,PRESENCE,ABSENT,present
NiFloatExtraData,Num Bytes,PRESENCE,ABSENT,present
NiFloatExtraDataController,Controller Data,PRESENCE,present,ABSENT
NiFloatExtraDataController,Data,PRESENCE,ABSENT,present
NiFloatExtraDataController,Extra Data Name,PRESENCE,ABSENT,present
NiFloatExtraDataController,Flags,FIELD_TYPE,Flags,TimeControllerFlags
NiFloatExtraDataController,Flags,FIELD_WIDTH_IF_FIXED,var(unknown-type),2
NiFloatExtraDataController,Manager Controlled,PRESENCE,ABSENT,present
NiFloatInterpController,Flags,FIELD_TYPE,Flags,TimeControllerFlags
NiFloatInterpController,Flags,FIELD_WIDTH_IF_FIXED,var(unknown-type),2
NiFloatInterpController,Manager Controlled,PRESENCE,ABSENT,present
NiFloatInterpolator,Float Value,PRESENCE,present,ABSENT
NiFloatInterpolator,Value,PRESENCE,ABSENT,present
NiFloatsExtraData,Extra Data,PRESENCE,ABSENT,present
NiFloatsExtraData,Num Bytes,PRESENCE,ABSENT,present
NiFloatsExtraDataController,Data,PRESENCE,ABSENT,present
NiFloatsExtraDataController,Extra Data Name,PRESENCE,ABSENT,present
NiFloatsExtraDataController,Flags,PRESENCE,ABSENT,present
NiFloatsExtraDataController,Floats Extra Data Index,PRESENCE,ABSENT,present
NiFloatsExtraDataController,Frequency,PRESENCE,ABSENT,present
NiFloatsExtraDataController,Interpolator,PRESENCE,ABSENT,present
NiFloatsExtraDataController,Manager Controlled,PRESENCE,ABSENT,present
NiFloatsExtraDataController,Next Controller,PRESENCE,ABSENT,present
NiFloatsExtraDataController,Phase,PRESENCE,ABSENT,present
NiFloatsExtraDataController,Start Time,PRESENCE,ABSENT,present
NiFloatsExtraDataController,Stop Time,PRESENCE,ABSENT,present
NiFloatsExtraDataController,Target,PRESENCE,ABSENT,present
NiFloatsExtraDataController,Unknown Integer,PRESENCE,ABSENT,present
NiFloatsExtraDataPoint3Controller,Extra Data Name,PRESENCE,ABSENT,present
NiFloatsExtraDataPoint3Controller,Flags,PRESENCE,ABSENT,present
NiFloatsExtraDataPoint3Controller,Floats Extra Data Index,PRESENCE,ABSENT,present
NiFloatsExtraDataPoint3Controller,Frequency,PRESENCE,ABSENT,present
NiFloatsExtraDataPoint3Controller,Interpolator,PRESENCE,ABSENT,present
NiFloatsExtraDataPoint3Controller,Manager Controlled,PRESENCE,ABSENT,present
NiFloatsExtraDataPoint3Controller,Next Controller,PRESENCE,ABSENT,present
NiFloatsExtraDataPoint3Controller,Phase,PRESENCE,ABSENT,present
NiFloatsExtraDataPoint3Controller,Start Time,PRESENCE,ABSENT,present
NiFloatsExtraDataPoint3Controller,Stop Time,PRESENCE,ABSENT,present
NiFloatsExtraDataPoint3Controller,Target,PRESENCE,ABSENT,present
NiFloatsExtraDataPoint3Controller,Unknown Integer,PRESENCE,ABSENT,present
NiFogProperty,Flags,FIELD_TYPE,Flags,FogFlags
NiFogProperty,Flags,FIELD_WIDTH_IF_FIXED,var(unknown-type),2
NiFogProperty,Fog Color,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
NiFogProperty,Has Old Extra Data,PRESENCE,present,ABSENT
NiFogProperty,Legacy Extra Data,PRESENCE,ABSENT,present
NiFogProperty,Old Extra Internal Id,PRESENCE,present,ABSENT
NiFogProperty,Old Extra Prop Name,PRESENCE,present,ABSENT
NiFogProperty,Old Extra String,PRESENCE,present,ABSENT
NiFogProperty,Shader Type,PRESENCE,ABSENT,present
NiFogProperty,Skyrim Shader Type,PRESENCE,present,ABSENT
NiFogProperty,Unknown Byte,PRESENCE,present,ABSENT
NiFurSpringController,Flags,FIELD_TYPE,Flags,TimeControllerFlags
NiFurSpringController,Flags,FIELD_WIDTH_IF_FIXED,var(unknown-type),2
NiGeomMorpherController,Extra Flags,PRESENCE,present,ABSENT
NiGeomMorpherController,Flags,FIELD_TYPE,Flags,TimeControllerFlags
NiGeomMorpherController,Flags,FIELD_WIDTH_IF_FIXED,var(unknown-type),2
NiGeomMorpherController,Interpolator Weights,FIELD_WIDTH_IF_FIXED,8,var(unknown-type)
NiGeomMorpherController,Manager Controlled,PRESENCE,ABSENT,present
NiGeomMorpherController,Morpher Flags,PRESENCE,ABSENT,present
NiGeomMorpherController,Unknown 2,PRESENCE,present,ABSENT
NiGeometry,Active Material,PRESENCE,present,ABSENT
NiGeometry,Alpha Property,PRESENCE,ABSENT,present
NiGeometry,BS Properties,PRESENCE,present,ABSENT
NiGeometry,Bound Min Max,PRESENCE,ABSENT,present
NiGeometry,Bounding Box,PRESENCE,present,ABSENT
NiGeometry,Bounding Sphere,PRESENCE,ABSENT,present
NiGeometry,Bounding Volume,PRESENCE,ABSENT,present
NiGeometry,Dirty Flag,PRESENCE,present,ABSENT
NiGeometry,Has Bounding Box,PRESENCE,present,ABSENT
NiGeometry,Has Bounding Volume,PRESENCE,ABSENT,present
NiGeometry,Has Old Extra Data,PRESENCE,present,ABSENT
NiGeometry,Has Shader,PRESENCE,present,ABSENT
NiGeometry,Legacy Extra Data,PRESENCE,ABSENT,present
NiGeometry,Material Data,APPLIES_TO_10_1_0_0,False,UNRESOLVED
NiGeometry,Material Extra Data,PRESENCE,present,ABSENT
NiGeometry,Material Name,PRESENCE,present,ABSENT
NiGeometry,Num Materials,PRESENCE,present,ABSENT
NiGeometry,Num Properties,APPLIES_TO_10_1_0_0,True,UNRESOLVED
NiGeometry,Old Extra Internal Id,PRESENCE,present,ABSENT
NiGeometry,Old Extra Prop Name,PRESENCE,present,ABSENT
NiGeometry,Old Extra String,PRESENCE,present,ABSENT
NiGeometry,Properties,APPLIES_TO_10_1_0_0,True,UNRESOLVED
NiGeometry,Rotation,FIELD_WIDTH_IF_FIXED,36,var(unknown-type)
NiGeometry,Shader Name,PRESENCE,present,ABSENT
NiGeometry,Shader Property,PRESENCE,ABSENT,present
NiGeometry,Shader Type,PRESENCE,ABSENT,present
NiGeometry,Skin,PRESENCE,ABSENT,present
NiGeometry,Skyrim Shader Type,PRESENCE,present,ABSENT
NiGeometry,Translation,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
NiGeometry,Unknown Byte,INHERITED_FROM,NiObjectNET,SELF
NiGeometry,Unknown Integer,PRESENCE,present,ABSENT
NiGeometry,Unknown Integer 2,PRESENCE,present,ABSENT
NiGeometry,Unknown Short 1,PRESENCE,present,ABSENT
NiGeometry,Velocity,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
NiGeometryData,BS Data Flags,PRESENCE,ABSENT,present
NiGeometryData,Bitangents,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
NiGeometryData,Bounding Sphere,PRESENCE,ABSENT,present
NiGeometryData,Center,PRESENCE,present,ABSENT
NiGeometryData,DIV2 Floats,PRESENCE,ABSENT,present
NiGeometryData,Data Flags,APPLIES_TO_10_1_0_0,False,UNRESOLVED
NiGeometryData,Extra Vectors Flags,PRESENCE,present,ABSENT
NiGeometryData,Group ID,PRESENCE,ABSENT,present
NiGeometryData,Has DIV2 Floats,PRESENCE,ABSENT,present
NiGeometryData,Material CRC,PRESENCE,ABSENT,present
NiGeometryData,Normals,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
NiGeometryData,Num UV Sets,APPLIES_TO_10_1_0_0,True,False
NiGeometryData,Num UV Sets,FIELD_TYPE,byte,ushort
NiGeometryData,Num UV Sets,FIELD_WIDTH_IF_FIXED,1,2
NiGeometryData,Radius,PRESENCE,present,ABSENT
NiGeometryData,Tangents,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
NiGeometryData,UV Sets,FIELD_WIDTH_IF_FIXED,8,var(unknown-type)
NiGeometryData,UV Sets,ARRAY_RELATION,array per (Num UV Sets & 63),array per ((Data Flags #BITAND# 63) #BITOR# (BS Data Flags #BITAND# 1))
NiGeometryData,Unknown 13 shorts,PRESENCE,present,ABSENT
NiGeometryData,Unknown Int,PRESENCE,present,ABSENT
NiGeometryData,Unknown Int 2,PRESENCE,present,ABSENT
NiGeometryData,Vertex Colors,FIELD_WIDTH_IF_FIXED,16,var(unknown-type)
NiGeometryData,Vertices,FIELD_WIDTH_IF_FIXED,12,var(unknown-type)
NiGravity,Controller,PRESENCE,present,ABSENT
NiGravity,Direction,PRESENCE,present,ABSENT
